Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
Fuse,892.971032,857.729241,1167.519589,1155.749015
Wing,480.944245,404.022873,108.491786,93.927895
Wing,480.944245,404.022873,108.491786,93.927895
VStab,56.210755,56.210755,3.745901,3.745901
VStab,56.210755,56.210755,3.745901,3.745901
Canards,54.561851,50.174478,3.538292,3.353312
Canards,54.561851,50.174478,3.538292,3.353312
Totals,2076.404733,1878.545452,1399.071549,1357.803239

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
Fuse_S_Surf0,892.971032,857.729241
Wing_S_Surf0,480.944245,404.022873
Wing_S_Surf1,480.944245,404.022873
VStab_S_Surf0,56.210755,56.210755
VStab_S_Surf1,56.210755,56.210755
Canards_S_Surf0,54.561851,50.174478
Canards_S_Surf1,54.561851,50.174478
