...Wave Drag Slice...
Inlet Area: 0.000000
Exit Area: 0.000000

Theta:   0.00, Start:   1.02, End:  63.39
         0.00000000,          0.00000019
         0.05263158,          1.42958243
         0.10526316,          4.36948018
         0.15789474,          7.80649303
         0.21052632,          9.26851405
         0.26315789,          9.90041600
         0.31578947,         11.01014731
         0.36842105,         14.96718879
         0.42105263,         19.68527196
         0.47368421,         24.60974891
         0.52631579,         29.73963882
         0.57894737,         34.36337092
         0.63157895,         38.10784543
         0.68421053,         41.14968373
         0.73684211,         43.57317779
         0.78947368,         44.72437715
         0.84210526,         42.52473721
         0.89473684,         27.10224633
         0.94736842,          8.71174868
         1.00000000,          0.00000091

Theta:  20.00, Start:   0.96, End:  65.79
         0.00000000,          0.00000019
         0.05263158,          1.52530229
         0.10526316,          4.63628068
         0.15789474,          8.15865268
         0.21052632,          9.39422211
         0.26315789,         10.10273339
         0.31578947,         12.09366230
         0.36842105,         16.22827276
         0.42105263,         21.24894605
         0.47368421,         26.47165898
         0.52631579,         31.89651620
         0.57894737,         36.40756304
         0.63157895,         39.91035000
         0.68421053,         42.75204876
         0.73684211,         44.69641815
         0.78947368,         42.74964126
         0.84210526,         31.67557156
         0.89473684,         16.23026209
         0.94736842,          1.68400083
         1.00000000,          0.00000011

Theta:  40.00, Start:   0.78, End:  70.03
         0.00000000,          0.00000019
         0.05263158,          1.70308755
         0.10526316,          5.12336639
         0.15789474,          8.66933203
         0.21052632,          9.80379473
         0.26315789,          9.96590947
         0.31578947,         13.73449379
         0.36842105,         18.58067960
         0.42105263,         24.12548471
         0.47368421,         30.27238698
         0.52631579,         35.82084681
         0.57894737,         39.99683116
         0.63157895,         43.01628666
         0.68421053,         43.84051612
         0.73684211,         38.15313027
         0.78947368,         30.99959493
         0.84210526,         15.91605541
         0.89473684,          1.80745272
         0.94736842,          0.65355159
         1.00000000,          0.00000008

Theta:  60.00, Start:   0.51, End:  72.87
         0.00000000,          0.00000019
         0.05263158,          1.83178712
         0.10526316,          5.46988438
         0.15789474,          8.95776874
         0.21052632,          9.37986235
         0.26315789,         10.68734238
         0.31578947,         15.01086924
         0.36842105,         20.28340144
         0.42105263,         26.59894250
         0.47368421,         33.50064840
         0.52631579,         39.03402676
         0.57894737,         42.49754972
         0.63157895,         42.19345747
         0.68421053,         38.13770992
         0.73684211,         34.06774584
         0.78947368,         21.45040107
         0.84210526,          5.02533303
         0.89473684,          1.43177355
         0.94736842,          0.56489900
         1.00000000,          0.00000007

Theta:  80.00, Start:   0.18, End:  73.98
         0.00000000,          0.00000019
         0.05263158,          1.89133008
         0.10526316,          5.63118440
         0.15789474,          9.25125675
         0.21052632,          9.11547630
         0.26315789,         11.07238556
         0.31578947,         15.62625236
         0.36842105,         21.09162928
         0.42105263,         28.03870119
         0.47368421,         35.38651323
         0.52631579,         40.76748547
         0.57894737,         42.29944475
         0.63157895,         39.54719265
         0.68421053,         37.04644943
         0.73684211,         31.62941768
         0.78947368,         15.92093405
         0.84210526,          2.91347261
         0.89473684,          1.52277852
         0.94736842,          0.53371886
         1.00000000,          0.00000006

Theta: 100.00, Start:  -0.18, End:  73.21
         0.00000000,          0.00000019
         0.05263158,          1.87422250
         0.10526316,          5.58487589
         0.15789474,          9.19003019
         0.21052632,          9.14651466
         0.26315789,         10.94914419
         0.31578947,         15.46062889
         0.36842105,         20.85660793
         0.42105263,         27.75641029
         0.47368421,         35.20920219
         0.52631579,         40.74475702
         0.57894737,         42.14091616
         0.63157895,         39.61303264
         0.68421053,         37.34821067
         0.73684211,         32.41111662
         0.78947368,         17.48262374
         0.84210526,          3.10404966
         0.89473684,          1.65301765
         0.94736842,          0.55452620
         1.00000000,          0.00000006

Theta: 120.00, Start:  -0.51, End:  70.67
         0.00000000,          0.00000019
         0.05263158,          1.78292875
         0.10526316,          5.33752828
         0.15789474,          8.84390618
         0.21052632,          9.49604835
         0.26315789,         10.35796001
         0.31578947,         14.55389120
         0.36842105,         19.63077715
         0.42105263,         25.77576598
         0.47368421,         32.80221161
         0.52631579,         38.79543623
         0.57894737,         42.35468378
         0.63157895,         41.77968052
         0.68421053,         38.85228358
         0.73684211,         35.75919575
         0.78947368,         25.63407186
         0.84210526,          8.09966621
         0.89473684,          1.91195874
         0.94736842,          0.78902889
         1.00000000,          0.00000007

Theta: 140.00, Start:  -0.78, End:  68.98
         0.00000000,          0.00000019
         0.05263158,          1.72430307
         0.10526316,          5.18038208
         0.15789474,          8.71647650
         0.21052632,          9.80421990
         0.26315789,         10.07697861
         0.31578947,         13.92045779
         0.36842105,         18.85926114
         0.42105263,         24.51458587
         0.47368421,         30.90355050
         0.52631579,         36.71697897
         0.57894737,         41.03791246
         0.63157895,         43.64104416
         0.68421053,         42.09207243
         0.73684211,         37.75265120
         0.78947368,         29.91778677
         0.84210526,         13.11245903
         0.89473684,          1.55283659
         0.94736842,          0.32424264
         1.00000000,          0.00000005

Theta: 160.00, Start:  -0.96, End:  66.94
         0.00000000,          0.00000019
         0.05263158,          1.64798130
         0.10526316,          4.97417601
         0.15789474,          8.53392323
         0.21052632,          9.45871566
         0.26315789,         10.17620586
         0.31578947,         13.02617522
         0.36842105,         17.85628569
