mach,planform_area,angle_of_attack,lift,induced_drag,parasitic_drag,wave_drag,total_drag,lift_over_drag,le_sweep,altitude
0.9,1,0.0,0.0,0.0,0.010756656709259252,0,0.010756656709259252,0.0,60,40000
0.9,1,1.0,0.049475633042,0.000359055494,0.010756656709259252,0,0.011115712203259251,4.450963837251309,60,40000
0.9,1,2.0,0.098897150637,0.001434916444,0.010756656709259252,0,0.012191573153259251,8.11192693459426,60,40000
0.9,1,3.0,0.148213677259,0.003224268968,0.010756656709259252,0,0.013980925677259252,10.601134766067581,60,40000
0.9,1,4.0,0.197370157266,0.005721466438,0.010756656709259252,0,0.01647812314725925,11.977708595946977,60,40000
0.9,1,5.0,0.246312572096,0.00891920169,0.010756656709259252,0,0.01967585839925925,12.51851721525263,60,40000
