mach,planform_area,angle_of_attack,lift,induced_drag,parasitic_drag,wave_drag,total_drag,lift_over_drag
0.3,1,5.0,0.197784809698,0.005726437669,0.01030377173825266,0,0.01603020940725266,12.338254895691808
0.3,1,6.0,0.236982751566,0.0082287076,0.01030377173825266,0,0.01853247933825266,12.78742834353776
0.3,1,7.0,0.275917687256,0.011163646644,0.01030377173825266,0,0.021467418382252662,12.852858333636616
0.3,1,8.0,0.314672029002,0.014535126434,0.01030377173825266,0,0.02483889817225266,12.6685180163715
0.3,1,9.0,0.353185700267,0.018333146808,0.01030377173825266,0,0.02863691854625266,12.33322990728054
0.3,1,10.0,0.391513423773,0.022559185347,0.01030377173825266,0,0.032862957085252664,11.913517787134642
0.3,1,11.0,0.429468247783,0.02717760753,0.01030377173825266,0,0.037481379268252665,11.458176197554357
0.3,1,12.0,0.466879952724,0.032164427544,0.01030377173825266,0,0.042468199282252664,10.993636664955272
0.3,1,13.0,0.501745679886,0.037198811073,0.01030377173825266,0,0.047502582811252664,10.562492609710137
0.3,1,14.0,0.53295995324,0.042035646942,0.01030377173825266,0,0.05233941868025266,10.182764094036118
0.3,1,15.0,0.559813596613,0.046467652738,0.01030377173825266,0,0.05677142447625266,9.86083406885745
0.3,1,16.0,0.583437842873,0.050604994114,0.01030377173825266,0,0.06090876585225266,9.578881376257964
0.3,1,17.0,0.60355994258,0.054326675362,0.01030377173825266,0,0.06463044710025266,9.338631707804486
0.3,1,18.0,0.620601527822,0.057641448224,0.01030377173825266,0,0.06794521996225265,9.133851184333182
0.3,1,19.0,0.634514142076,0.060464756963,0.01030377173825266,0,0.07076852870125266,8.966049651174513
0.3,1,20.0,0.645762151372,0.06287921856,0.01030377173825266,0,0.07318299029825266,8.82393775849056
0.4,1,-5.0,-0.200159180601,0.005849635404,0.009810556881728761,0,0.01566019228572876,-12.781399931047234
0.4,1,-4.0,-0.16028707809,0.003749114587,0.009810556881728761,0,0.013559671468728761,-11.82086737570694
0.4,1,-3.0,-0.120294907934,0.002110861241,0.009810556881728761,0,0.01192141812272876,-10.090654207040346
0.4,1,-2.0,-0.080230228054,0.000938899685,0.009810556881728761,0,0.01074945656672876,-7.463654330426808
0.4,1,-1.0,-0.040124944268,0.000234869793,0.009810556881728761,0,0.01004542667472876,-3.9943494255890752
0.4,1,0.0,0.0,0.0,0.009810556881728761,0,0.009810556881728761,0.0
0.4,1,1.0,0.040110622423,0.000234708762,0.009810556881728761,0,0.01004526564372876,3.9929877263167235
0.4,1,2.0,0.080189762652,0.000937951619,0.009810556881728761,0,0.010748508500728761,7.460547911978954
0.4,1,3.0,0.120214506111,0.002107961277,0.009810556881728761,0,0.01191851815872876,10.086363464820376
0.4,1,4.0,0.160152588925,0.003742361934,0.009810556881728761,0,0.013552918815728761,11.816833783371878
0.4,1,5.0,0.199964183064,0.005838084773,0.009810556881728761,0,0.015648641654728762,12.778373195322937
0.4,1,6.0,0.239623462405,0.008392189846,0.009810556881728761,0,0.01820274672772876,13.164137588091293
0.4,1,7.0,0.279097790752,0.011396912017,0.009810556881728761,0,0.02120746889872876,13.16035365110119
0.4,1,8.0,0.318353713772,0.01484659051,0.009810556881728761,0,0.02465714739172876,12.911214290700624
